class_1,class_2,pval,rho,n
Data Communications and Computer Networks,Programming in VB.NET,1.53E-09,0.444873384,168
Data Communications and Computer Networks,Programming Language Structures,9.11E-16,0.468682803,263
Data Communications and Computer Networks,Psychology of Personal Adjustment,0.830255607,-0.091032003,8
Data Communications and Computer Networks,Psychology of Women,0.057050907,0.36377217,28
Data Communications and Computer Networks,Quality Engineering,0.856378664,0.08490566,7
Data Communications and Computer Networks,Quality Management,0.59624163,-0.138420593,17
Data Communications and Computer Networks,Race and Gender in American Film,0.04179468,0.828078671,6
Data Communications and Computer Networks,"Race, Gender, and Class",0.053217913,0.246721199,62
Data Communications and Computer Networks,Racquet Sports,0.282934819,0.161721432,46
Data Communications and Computer Networks,Real Analysis,0.085566281,0.824957911,5
Data Communications and Computer Networks,Real-Time Embedded Systems Programming,3.84E-08,0.43446334,147
Data Communications and Computer Networks,Relaxation,0.746999657,0.074883086,21
Data Communications and Computer Networks,Remote Sensing of the Environment,0.333333333,-0.866025404,3
Data Communications and Computer Networks,Retailing,0.944444444,-0.055555556,4
Data Communications and Computer Networks,Russia to 1856,1,0,3
Data Communications and Computer Networks,"Science, Technology, and Ethics",4.63E-09,0.471601417,139
Data Communications and Computer Networks,Scuba Diving,0.117250164,0.287175514,31
Data Communications and Computer Networks,Second Semester Lessons,0.117258012,0.559502885,9
Data Communications and Computer Networks,Self Defense,0.274196992,-0.301863372,15
Data Communications and Computer Networks,Senior Seminar,0.052045549,0.875,5
Data Communications and Computer Networks,Shakespeare,1,0,3
Data Communications and Computer Networks,Signals and Systems,0,1,3
Data Communications and Computer Networks,Small Business Management,0.156979843,0.298194643,24
Data Communications and Computer Networks,Social Inequalities,0.011248548,0.554066273,20
Data Communications and Computer Networks,Social Psychology,0.334034711,-0.552631579,5
Data Communications and Computer Networks,Software Engineering Project I,1.15E-08,0.457750801,141
Data Communications and Computer Networks,Software Engineering Project II,7.81E-07,0.405973717,138
Data Communications and Computer Networks,Software Maintenance and Reengineering,1.92E-11,0.479406837,175
Data Communications and Computer Networks,Software Quality,8.75E-12,0.469042476,190
Data Communications and Computer Networks,Software: Flash Basic,0.596313859,-0.322748612,5
Data Communications and Computer Networks,Software: InDesign Basic,0.10183797,0.802955069,5
Data Communications and Computer Networks,Special Problems,0.101427498,0.727272727,6
Data Communications and Computer Networks,Special Topics,0.240725936,0.511416504,7
Data Communications and Computer Networks,Special Topics in Computer Science,0.00158776,0.452599037,46
Data Communications and Computer Networks,Stagecraft,0.73576486,0.142857143,8
Data Communications and Computer Networks,State and Local Government,0.308068009,0.577350269,5
Data Communications and Computer Networks,Statistical Methods with Applications,9.72E-14,0.540349244,163
Data Communications and Computer Networks,Statistics and Probability,0.239442599,0.645497224,5
Data Communications and Computer Networks,Strategic Management,0.046551724,0.520755644,15
Data Communications and Computer Networks,Strategic Promotions Management,0.095708925,0.811107106,5
Data Communications and Computer Networks,Supply Chain Management,0.081641791,0.31763198,31
Data Communications and Computer Networks,Survey of Cultural Geography,0.319562039,0.351293968,10
Data Communications and Computer Networks,Survey of General Chemistry,0.050643573,0.467124318,18
Data Communications and Computer Networks,Swimming,0.036713988,0.525169143,16
Data Communications and Computer Networks,Systems Analysis and Design,0.000422134,0.380454339,82
Data Communications and Computer Networks,Systems Development and Implementation,0.000449203,0.397755275,74
Data Communications and Computer Networks,Technical Writing,1.45E-05,0.295049676,209
Data Communications and Computer Networks,The English Novel and Short Story,1,0,3
Data Communications and Computer Networks,The History and Politics of Hip Hop,0.333333333,0.866025404,3
Data Communications and Computer Networks,The Legal Environment of Business,0.021126862,0.328662724,49
Data Communications and Computer Networks,The Native American Experience,0.810442467,-0.112366644,7
Data Communications and Computer Networks,The Physics of Einstein and Beyond,0.333333333,0.866025404,3
Data Communications and Computer Networks,"The Political Economy of Race, Gender and Ethnicity",0.236307812,0.153908302,61
Data Communications and Computer Networks,The Psychology of Human Sexuality,0.142488266,0.308476318,24
Data Communications and Computer Networks,The Unity of Life,0.666666667,0.5,3
Data Communications and Computer Networks,Thematic Studies in Literature,0.056847509,0.798435971,6
Data Communications and Computer Networks,Theory of Numbers,0,1,3
Data Communications and Computer Networks,Thermodynamics,0,1,3
Data Communications and Computer Networks,Trigonometry and Analytic Geometry,0.000570716,0.396199129,72
Data Communications and Computer Networks,Visual Communication,0.5,-0.5,4
Data Communications and Computer Networks,Volleyball,0.888799287,-0.022243904,42
Data Communications and Computer Networks,Weather and Climate,0.162012389,0.545464563,8
Data Communications and Computer Networks,Web Development: Basics,0.291022144,-0.466760028,7
Data Communications and Computer Networks,Web Development: Intermediate,0,1,3
Data Communications and Computer Networks,"Web Protocols, Technologies and Applications",1.03E-08,0.569789403,86
Data Communications and Computer Networks,Weight Training,0.264758915,0.218150643,28
Data Communications and Computer Networks,Windows Programming,7.13E-10,0.4492417,171
Data Communications and Computer Networks,Women in Science and Engineering,0.004342589,0.757251347,12
Data Communications and Computer Networks,"Women, Gender, and Justice",0.666666667,0.5,3
Data Communications and Computer Networks,World Civilization I,0.000229249,0.357105004,102
Data Communications and Computer Networks,World Civilization II,8.43E-09,0.373729451,223
Data Communications and Computer Networks,World Literature I,0.338929998,-0.390434405,8
Data Communications and Computer Networks,World Literature II,0.333333333,0.866025404,3
Data Communications and Computer Networks,World Regional Geography,0.247850731,0.296495571,17
Data Communications and Computer Networks,World Rhythm Rudiments,0.76429774,-0.23570226,4
Data Communications and Computer Networks,Yoga / Pilates,0.845136372,-0.082973981,8
Database Design and Implementation,Differential Equations I,9.73E-06,0.498385384,71
Database Design and Implementation,Discrete Mathematics,3.94E-13,0.43704008,251
Database Design and Implementation,Drawing I: Basic Drawing,0.262135213,0.737864787,4
Database Design and Implementation,East Asian Art,0.666666667,-0.5,3
Database Design and Implementation,E-Commerce and E-Marketing in Today's World,0.906376969,0.050015632,8
Database Design and Implementation,Educational Media Theory,1,0,3
Database Design and Implementation,Electrical Engineering Projects and Tools,0.002193727,0.238256055,163
Database Design and Implementation,Elementary Algebra,0.727834473,-0.272165527,4
Database Design and Implementation,Elementary Chinese,0,1,3
Database Design and Implementation,Elementary French,1,0,3
Database Design and Implementation,Elementary German,0.17857354,0.322168713,19
Database Design and Implementation,Elementary Spanish,0.004007948,0.544752679,26
Database Design and Implementation,Elementary Statistics,0.008273009,0.335201368,61
Database Design and Implementation,Employment Law,0.666666667,-0.5,3
Database Design and Implementation,Engineering Computer Graphics,0.89441387,0.043010753,12
Database Design and Implementation,Engineering Economy,1,0,5
Database Design and Implementation,Engineering Management,0.614384003,-0.307793506,5
Database Design and Implementation,Engineering Mechanics-Dynamics,0,-1,3
Database Design and Implementation,Engineering Mechanics-Statics,0.134686209,0.404593286,15
Database Design and Implementation,Engineering Modeling and Design,0.484350492,-0.223826715,12
Database Design and Implementation,Engineering Success Skills,2.09E-06,0.313579351,220
Database Design and Implementation,Environmental Conservation,0.001680194,0.802514758,12
Database Design and Implementation,Essentials of Anatomy and Physiology,0.573022037,0.164972699,14
Database Design and Implementation,Ethics,0.889904653,-0.073529412,6
Database Design and Implementation,Ethnic and Gender Equity in Education,0.866037723,0.105409255,5
Database Design and Implementation,Fiction Writing,1,0,4
Database Design and Implementation,Financial Accounting,0.000208253,0.351177242,107
Database Design and Implementation,Finite Mathematics with Applications,0.040372148,0.277333499,55
Database Design and Implementation,Fitness Assessment and Management,0.009962507,0.14833771,301
Database Design and Implementation,Fundamentals of English,0.866222705,-0.105263158,5
Database Design and Implementation,Gender and Society,0.740581942,-0.20519567,5
Database Design and Implementation,General Botany,0.723449254,-0.165144565,7
Database Design and Implementation,General Chemistry I,0.000146856,0.698517127,24
Database Design and Implementation,General Chemistry II,0.123376736,0.492979479,11
Database Design and Implementation,General Physics I,2.46E-07,0.431160425,132
Database Design and Implementation,General Physics I Lab,1,0,3
Database Design and Implementation,General Physics II,5.83E-08,0.483447075,113
Database Design and Implementation,General Psychology,3.87E-07,0.435465903,125
Database Design and Implementation,Global Business,0.002421923,0.25803433,136
Database Design and Implementation,History and Development of Mathematical Concepts,0.6,0.4,4
Database Design and Implementation,History of Rock and Roll,0.446590587,0.22152126,14
Database Design and Implementation,History of the United States since 1877,0.031606708,0.328301556,43
Database Design and Implementation,History of the United States to 1877,0.058857508,0.391001373,24
Database Design and Implementation,Human Behavior in the Social Environment,0.166666667,0.833333333,4
Database Design and Implementation,Human Factors Engineering,0.668845465,-0.263157895,5
Database Design and Implementation,Human Resource Management,0.01216008,0.260453681,92
Database Design and Implementation,Independent Study in Computer Science,0.418893883,0.333913548,8
Database Design and Implementation,Intermediate Accounting I,0.740581942,0.20519567,5
Database Design and Implementation,Intermediate Algebra,0.106203636,0.330862747,25
Database Design and Implementation,Intermediate Software Engineering,3.03E-09,0.431698514,173
Database Design and Implementation,Intermediate Spanish,0.455802491,0.285896676,9
Database Design and Implementation,International Cinema,0.894590745,0.105409255,4
Database Design and Implementation,International Relations,0.065722163,0.381662113,24
Database Design and Implementation,Interpersonal Communication,0.000745047,0.677245259,21
Database Design and Implementation,Interpretation of Business and Economic Data,0.300733408,0.243577157,20
Database Design and Implementation,Introduction to American Government,0.236573288,0.194032151,39
Database Design and Implementation,Introduction to Anthropology,0.683772234,0.316227766,4
Database Design and Implementation,Introduction to College Life,0.081162469,0.341612793,27
Database Design and Implementation,Introduction to Computer Security,0.00051788,0.286685826,143
Database Design and Implementation,Introduction to Creative Writing,0.567650737,0.263752189,7
Database Design and Implementation,Introduction to Criminal Justice,0.100409023,0.457011969,14
Database Design and Implementation,Introduction to Education,0.150200422,0.664211164,6
Database Design and Implementation,Introduction to Engineering Projects,9.46E-10,0.437145249,179
Database Design and Implementation,Introduction to Ethnic Studies,0.014455767,0.492641543,24
Database Design and Implementation,Introduction to Experimental Psychology,0.6,0.4,4
Database Design and Implementation,Introduction to Film,0.292893219,-0.707106781,4
Database Design and Implementation,Introduction to Gay Studies,0.003198202,0.953462589,6
Database Design and Implementation,Introduction to Human Geography,0.96578084,-0.012644213,14
Database Design and Implementation,Introduction to Inclusion,1,0,3
Database Design and Implementation,Introduction to Japanese I,0.851963235,0.099014754,6
